TUCASEID,TULINENO,TUYEAR,TUMONTH,TEABSRSN,TEERN,TEERNH1O,TEERNH2,TEERNHRO,TEERNHRY,TEERNPER,TEERNRT,TEERNUOT,TEERNWKP,TEHRFTPT,TEHRUSL1,TEHRUSL2,TEHRUSLT,TEIO1COW,TEIO1ICD,TEIO1OCD,TELAYAVL,TELAYLK,TELFS,TELKAVL,TELKM1,TEMJOT,TERET1,TESCHENR,TESCHFT,TESCHLVL,TESPEMPNOT,TESPUHRS,TRCHILDNUM,TRDPFTPT,TRDTIND1,TRDTOCC1,TRERNHLY,TRERNUPD,TRERNWA,TRHERNAL,TRHHCHILD,TRHOLIDAY,TRIMIND1,TRMJIND1,TRMJOCC1,TRMJOCGR,TRNHHCHILD,TRNUMHOU,TROHHCHILD,TRSPFTPT,TRSPPRES,TRTALONE,TRTALONE_WK,TRTCC,TRTCCC,TRTCCC_WK,TRTCCTOT,TRTCHILD,TRTCOC,TRTEC,TRTFAMILY,TRTFRIEND,TRTHH,TRTHHFAMILY,TRTNOCHILD,TRTNOHH,TRTO,TRTOHH,TRTOHHCHILD,TRTONHH,TRTONHHCHILD,TRTSPONLY,TRTSPOUSE,TRTUNMPART,TRWERNAL,TRYHHCHILD,TTHR,TTOT,TTWK,TUABSOT,TUBUS,TUBUS1,TUBUS2OT,TUBUSL1,TUBUSL2,TUBUSL3,TUBUSL4,TUCC2,TUCC4,TUCC5B_CK,TUCC5_CK,TUCC9,TUDIARYDATE,TUDIARYDAY,TUDIS,TUDIS1,TUDIS2,TUECYTD,TUELDER,TUELFREQ,TUELNUM,TUERN2,TUERNH1C,TUFINLWGT,TUFWK,TUIO1MFG,TUIODP1,TUIODP2,TUIODP3,TULAY,TULAY6M,TULAYAVR,TULAYDT,TULK,TULKAVR,TULKDK1,TULKDK2,TULKDK3,TULKDK4,TULKDK5,TULKDK6,TULKM2,TULKM3,TULKM4,TULKM5,TULKM6,TULKPS1,TULKPS2,TULKPS3,TULKPS4,TULKPS5,TULKPS6,TURETOT,TUSPABS,TUSPUSFT,TUSPWK,TXABSRSN,TXERN,TXERNH1O,TXERNH2,TXERNHRO,TXERNHRY,TXERNPER,TXERNRT,TXERNUOT,TXERNWKP,TXHRFTPT,TXHRUSL1,TXHRUSL2,TXHRUSLT,TXIO1COW,TXIO1ICD,TXIO1OCD,TXLAYAVL,TXLAYLK,TXLFS,TXLKAVL,TXLKM1,TXMJOT,TXRET1,TXSCHENR,TXSCHFT,TXSCHLVL,TXSPEMPNOT,TXSPUHRS,TXTCC,TXTCCTOT,TXTCOC,TXTHH,TXTNOHH,TXTO,TXTOHH,TXTONHH,TREMODR
20220605221196,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,4,2,-1,3,600,600,0,0,0,0,0,0,-1,360,0,0,300,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220605,1,-1,-1,-1,-1,2,-1,-1,-1,-1,9461255.710220,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221197,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,3,460,460,0,0,0,0,425,0,-1,425,0,0,0,425,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220612,1,-1,-1,-1,-1,2,-1,-1,-1,-1,4161111.933799,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221207,1,2022,6,-1,-1,-1,-1,-1,2,6,2,2,16,-1,040,-1,040,4,7580,0051,-1,-1,1,-1,-1,2,-1,2,-1,-1,-1,-1,0,1,38,1,-1,0,56250,-1,2,0,14,9,1,1,2,1,2,-1,3,430,880,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220606,2,-1,-1,-1,-1,2,-1,-1,-1,-1,13034068.634190,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221209,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,750,750,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220602,5,-1,-1,-1,-1,2,-1,-1,-1,-1,12933572.272796,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221212,1,2022,6,-1,-1,-1,-1,-1,2,6,2,1,52,-1,040,-1,040,1,9570,5810,-1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,0,1,51,17,-1,0,92307,-1,2,0,21,13,5,3,2,1,2,-1,3,290,290,0,0,465,145,90,145,-1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,20220609,5,-1,-1,-1,2,1,1,1,-1,-1,16484865.300760,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221215,1,2022,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,4,7390,2840,-1,-1,1,-1,-1,2,-1,2,-1,-1,2,-1,0,1,36,9,-1,0,115384,-1,2,0,13,9,2,1,2,2,2,-1,1,90,480,0,0,0,0,0,0,-1,360,0,0,360,0,0,0,0,0,0,0,360,360,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220606,2,-1,-1,-1,-1,2,-1,-1,-1,-1,17901574.811515,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221227,1,2022,6,-1,-1,1280,-1,25,1,1,-1,2,-1,-1,025,-1,025,4,8680,4720,-1,-1,1,-1,-1,2,-1,1,1,1,-1,-1,4,2,46,16,1280,1,32000,0,1,0,18,11,4,3,2,6,2,-1,3,295,295,0,30,370,0,130,0,-1,160,0,0,160,130,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,1,-1,-1,2,-1,-1,-1,08:00:00,-2,1,-1,-1,20220605,1,-1,-1,-1,-1,2,-1,-1,-1,-1,22937069.643419,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,0
20220605221230,1,2022,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,3,7860,2310,-1,-1,1,-1,-1,2,-1,1,2,2,1,40,1,1,40,8,-1,1,134615,-1,1,0,15,10,2,1,2,4,1,1,1,105,105,0,0,0,0,165,0,-1,615,155,0,615,0,0,0,0,165,0,0,240,420,0,0,13,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220611,7,-1,-1,-1,-1,2,-1,-1,-1,-1,9667493.394497,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20220605221240,1,2022,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,042,-1,042,4,8290,3245,-1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,1,1,42,10,-1,0,125000,-1,1,0,16,10,2,1,2,3,1,-1,3,230,795,0,0,0,0,45,0,-1,45,0,0,45,0,0,0,0,45,0,0,0,0,0,0,16,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220613,2,-1,-1,-1,2,1,4,4,-1,-1,11083744.594795,1,4,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221243,1,2022,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,040,-1,040,4,8191,3090,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,2,1,41,10,-1,1,288461,-1,1,0,16,10,2,1,2,4,1,1,1,60,60,120,0,630,120,90,0,-1,90,0,120,90,0,0,120,120,90,0,0,0,90,0,0,1,0,0,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220603,6,-1,-1,-1,-1,2,-1,-1,-1,-1,8207962.625464,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20220605221247,1,2022,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,045,-1,045,5,6870,1007,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,1,1,32,3,-1,0,288461,-1,1,0,11,8,2,1,2,3,1,1,1,312,357,445,0,0,445,325,0,-1,443,0,445,443,0,0,445,445,325,0,0,118,393,0,0,3,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,07:00:00,20:00:00,-1,-1,-1,20220612,1,-1,-1,-1,2,1,2,1,-1,-1,4556254.628836,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20220605221248,1,2022,6,-1,-1,-1,-1,-1,2,5,2,2,-1,-1,040,-1,040,5,8090,2003,-1,-1,1,-1,-1,2,-1,2,-1,-1,2,-1,0,1,42,6,-1,0,80769,-1,2,0,16,10,2,1,2,2,2,-1,1,10,10,0,0,0,0,0,0,-1,830,0,0,830,0,0,0,0,0,0,0,830,830,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220605,1,-1,-1,-1,-1,2,-1,-1,-1,-1,7282726.643691,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221252,1,2022,6,-1,-1,-1,-1,-1,2,4,2,2,-1,-1,040,-1,040,4,8191,4020,-1,-1,1,-1,-1,2,-1,-1,-1,-1,2,-1,0,1,41,13,-1,0,58938,-1,2,0,16,10,3,2,2,2,2,-1,1,896,896,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,20220601,4,-1,-1,-1,-1,2,-1,-1,-1,-1,16639872.534690,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-2,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221258,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,225,225,0,0,0,0,0,0,-1,720,0,0,720,0,0,0,0,0,0,0,270,720,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220605,1,-1,-1,-1,-1,2,-1,-1,-1,-1,3403191.895810,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221267,1,2022,6,-1,-1,-1,-1,-1,2,6,2,1,52,-1,035,020,055,4,7071,4920,-1,-1,1,-1,-1,1,-1,2,-1,-1,2,-1,1,1,34,16,-1,0,250000,-1,1,0,12,8,4,3,2,3,1,-1,1,0,0,211,0,0,211,281,0,-1,740,0,211,740,0,0,211,211,281,0,0,459,720,0,0,3,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,08:30:00,21:30:00,-1,-1,-1,20220608,4,-1,-1,-1,-1,2,-1,-1,-1,-1,5018632.176297,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,0,0,0,0,-1,0,0,-1,0
20220605221268,1,2022,6,5,-1,-1,-1,-1,2,6,2,2,52,-1,042,-1,042,4,6890,1050,-1,-1,2,-1,-1,2,-1,-1,-1,-1,2,-1,0,1,32,3,-1,0,184615,-1,2,0,11,8,2,1,2,2,2,-1,2,280,280,0,0,0,0,0,0,-1,0,110,0,0,0,0,0,0,0,0,0,0,0,330,0,-1,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220602,5,-1,-1,-1,-1,2,-1,-1,-1,-1,17758808.808965,2,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221271,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,6,-1,-1,2,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,2,7,2,-1,3,570,570,90,0,0,90,240,0,-1,240,0,90,240,240,90,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220605,1,-1,-1,-1,-1,2,-1,-1,-1,-1,11246341.115179,2,-1,-1,-1,-1,2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,1,1,-1,-1,0,0,0,0,0,-1,-1,-1,1
20220605221272,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,1,40,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,1,1,100,100,0,0,0,0,0,0,-1,860,0,0,860,0,0,0,0,0,0,0,860,860,0,-1,-1,0,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220626,1,-1,-1,-1,-1,2,-1,-1,-1,-1,5266854.238431,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
20220605221274,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,95,95,0,0,0,0,0,0,-1,565,130,0,565,0,0,0,0,0,0,0,555,565,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220615,4,-1,-1,-1,-1,2,-1,-1,-1,-1,7885680.942154,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221276,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,030,-1,030,6,9090,4330,-1,-1,1,-1,-1,2,-1,2,-1,-1,2,-1,3,2,48,15,-1,-1,-1,-1,1,0,20,12,3,2,2,5,1,-1,1,0,0,615,0,0,615,630,0,-1,630,0,615,630,120,0,615,615,630,0,0,0,630,0,-1,5,0,0,0,-1,1,-1,-1,1,-1,-1,-1,06:30:00,19:00:00,-1,-1,-1,20220605,1,-1,-1,-1,-1,2,-1,-1,-1,-1,4221422.732216,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,-1,0,0,0,0,-1,0,0,-1,1
20220605221286,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,525,525,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220612,1,-1,-1,-1,-1,2,-1,-1,-1,-1,2566119.643726,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221288,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,2,2,-1,1,320,320,0,0,0,0,0,0,-1,211,0,0,196,0,0,0,0,0,0,0,192,196,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220623,5,-1,-1,-1,-1,2,-1,-1,-1,-1,9053851.517889,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221293,1,2022,6,-1,-1,-1,950,-1,1,6,1,2,52,-1,040,-1,040,4,8470,4020,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,45,1,1,43,13,950,0,34615,0,1,0,16,10,3,2,2,3,1,1,1,155,155,645,0,0,645,505,0,-1,505,265,645,505,0,0,645,645,505,0,0,0,15,0,0,4,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,07:30:00,21:00:00,-1,-1,-1,20220611,7,-1,-1,-1,-1,2,-1,-1,-1,-1,6710502.847186,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20220605221296,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,960,960,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220612,1,-1,-1,-1,-1,2,-1,-1,-1,-1,1812097.783723,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221299,1,2022,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,045,-1,045,4,7790,0705,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,1,1,39,2,-1,0,125000,-1,1,0,14,9,1,1,2,3,1,1,1,240,240,655,0,0,655,545,0,-1,660,0,655,660,0,0,655,655,545,0,0,115,165,0,0,7,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,06:30:00,20:30:00,-1,-1,-1,20220605,1,-1,-1,-1,-1,2,-1,-1,-1,-1,3238654.558459,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,0,0,0,0,-1,0,0,-1,1
20220605221307,1,2022,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,2,1,2,-1,3,859,859,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220605,1,-1,-1,-1,2,1,1,1,-1,-1,3369717.957255,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,1
20220605221312,1,2022,6,-1,-1,-1,-1,-1,2,6,2,2,52,-1,045,-1,045,4,7380,1021,-1,-1,1,-1,-1,2,-1,2,-1,-1,1,40,0,1,36,3,-1,0,273076,-1,2,0,13,9,2,1,2,2,2,1,1,107,587,0,48,48,0,0,0,-1,270,0,0,270,0,0,0,0,0,0,0,270,270,0,0,-1,0,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20220614,3,-1,-1,-1,-1,2,-1,-1,-1,-1,14862004.428170,1,4,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,0,-1,-1,0,-1,0,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,1
